Sentence,Label
" After first three matches lunch break pasta , tournament moved crucial phase ",0
" The favourites , Andre Maier / Matthias Bronner , tied Michael Klippel Sadmin Osmicic (both teams SG Rohrweiler), meaning last two games produce victor ",0
" At awards ceremony , Carmen Müller finally pleasure presenting Challenge Cup Andre Maier Matthias Bronner , shown greatest staying power final leg ",0
Second place taken Michael Klippel / Sadmin Osmicic partnership,0
Bronze went Rainer Bernd Maier Asphaltriecher team,0
" In late afternoon sun , accompanied coffee cake , tournament drew successful close ",0
Guillaume Nicloux &apos;s adaptation Denis Diderot &apos;s novel boasts exceptional production design period detail also heavier going,0
" Unfolding 1760s France , tells grim story Suzanne , young aristocrat sent convent family ",0
" When rebels , experiences extreme cruelty hands wantonly sadistic Mother Superior becomes object erotic fascination another ",0
The film never slips prurience sensationalism - &apos;s problem,0
" The earnest solemnity storytelling risks making hair shirt-like ordeal audiences , ",0
" Google , Samsung , Huawei sued Nortel patents The group owns thousands former Nortel patents filed barrage patent lawsuits Thursday cell phone manufacturers including Google , company outbid Nortel bankruptcy auction ",0
" Rockstar , consortium bought Nortel patents $ 4",0
"5 billion , sued Samsung Electronics Co Ltd , HTC Corp , Huawei four companies patent infringement U",0
District Court Texas,0
" Rockstar jointly owned Apple , Microsoft , Blackberry , Ericsson Sony ",0
Google accused infringing seven patents,0
" The patents cover technology helps match Internet search terms relevant advertising , lawsuit said , core Google &apos;s search business ",0
" Representatives Samsung , Huawei , HTC Rockstar could immediately reached ",0
" Samsung , Huawei HTC manufacture phones operate Google &apos;s Android operating system , competes fiercely Apple Microsoft mobile products ",0
In 2011 Google placed initial $ 900 million bid Nortel &apos;s patents,0
" Google increased bid several times , ultimately offering much $ 4",0
4 billion,0
" After losing Rockstar Nortel patents , Google went acquire Motorola Mobility $ 12",0
"5 billion , deal driven partly Motorola &apos;s library patents ",0
" &quot; Despite losing attempt acquire patents-in-suit auction , Google infringed continues infringe , &quot; lawsuit said ",0
" Rockstar seeking increased damages Google , claims Google &apos;s patent infringement willful , according complaint ",0
" Early puberty: Growing older sooner African-American Hispanic girls tend reach puberty earlier white counterparts , research shows ",0
Physical changes &apos;t mean puberty imminent There &apos;s evidence hormones chemicals blame Experts think obesity epidemic might one trigger early puberty The trend toward early puberty pronounced boys Former CNN correspondent Pat Etheridge journalist specializing children &apos;s health family issues,0
" Should mother alarmed daughter begins sprout breast buds pubic hair 7 8 ? At annual conference American Academy Pediatrics week Orlando , Florida , pediatric endocrinologist Dr",0
Paul Kaplowitz explained early physical changes quite common among American girls represent new norm,0
" &quot; I spend lot time reassuring parents -- usually , signal rapid progression full puberty , &quot; said Kaplowitz ",0
" Obvious signs development , budding breasts , pubic underarm hair body odor appearing sooner girls ",0
But slight shift age menarche (the first period) past four decades,0
" In United States , average age 12",0
"5 years , 12",0
75 1970,0
" &quot; Once breasts begin develop , takes least two three years menarche , &quot; said Kaplowitz , also author &quot; Early Puberty Girls: The Essential Guide Coping This Common Problem ",0
&quot; Time accurate test puberty going progress,0
" There debate constitutes actual onset puberty , considered &quot; precocious &quot; breast enlargement accompanied growth spurt age 8 ",0
" In cases , process slow stall -- something pediatrician monitor closely ",0
A rapid progression may warrant tests endocrinologist rule serious problems tumors cysts,0
There treatments delay early menses ward another consequence: premature aging bones ultimately lead stunted growth short adult,0
" Recommendations drug hormone therapy based child &apos;s age , rate development , growth rate emotional maturity ",0
" Psychosocial aspects important , ",0
" Kaplowitz cautious medication acknowledges , &quot; suppressing puberty may alleviate behavioral issues girls &apos; feelings different peers ",0
&quot; The big issue understandable: Parents simply &apos;t want young daughters periods,0
" &quot; They worry risk pregnancy even handle hygiene , &quot; said Kaplowitz ",0
" &quot; It shock , &quot; recalls one woman whose daughter started period 10 ",0
" Even though signs talked menstruation , emotionally prepared ",0
She came home school scared upset first among friends,0
There lots well-publicized theories causes precocious puberty,0
" Yet , &apos;s consistent body evidence hormones milk foods , chemicals environment sexual messages media blame ",0
Boys - like girls - hitting puberty earlier,0
Kaplowitz contends premise holds weight epidemic obesity,0
He helped conduct 2001 study 6- 9-year-old girls links body fat timing puberty,0
" Other findings support conclusion , many contributing factors ",0
" In country , African-American Hispanic girls tend reach puberty earlier white counterparts ",0
There varying explanations,0
